Unnamed: 0,Content ID,Type,Datetime
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29 19:41:49
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14 12:47:27
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04 05:40:33
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07 04:09:29
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23 21:19:27
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14 23:53:51
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12 04:54:46
95,356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03 12:17:12
96,356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27 22:15:54
97,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27 05:45:15
98,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 09:11:23
99,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07 09:16:35
100,356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16 08:39:40
101,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29 15:38:26
103,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03:26
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25 20:02:53
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02 03:45:03
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28 08:49:29
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15 13:06:04
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04 21:25:52
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23 22:12:03
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16 04:01:15
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03 08:44:25
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25 12:45:41
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22 21:03:24
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18 13:39:54
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06 00:35:24
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14 14:33:17
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27 15:21:54
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21 02:12:26
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26 06:09:46
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25 03:16:57
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07 22:50:16
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01 21:18:45
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10 22:07:25
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12 16:37:36
129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22:49
130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 00:38:50
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 01:53:44
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 07:21:32
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 04:11:42
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 07:23:46
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25:16
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 07:33:24
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 05:23:29
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35:56
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35:47
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 09:31:00
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39:16
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28:01
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 00:21:50
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06:49
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 06:29:58
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 04:57:36
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 09:07:21
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46:34
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:19
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 09:48:00
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44:48
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:31
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:01
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07:35
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 05:27:32
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43:58
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:22
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 05:51:54
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31:06
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 03:35:13
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10:20
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46:24
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41:24
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 02:40:09
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 09:36:48
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24:36
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00:19
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 00:00:21
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 02:38:53
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13 13:11:03
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02 16:46:38
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26 02:25:57
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25 19:18:58
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2021-02-01 00:15:07
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,2021-06-04 14:36:48
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-08-19 13:38:44
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,2021-04-22 02:08:07
188,0bedca96-fb76-4287-a83c-17330ed39cce,like,2020-08-15 18:16:38
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,2020-11-26 13:42:17
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-04-14 00:56:54
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-07-21 21:27:18
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2021-03-29 06:57:35
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-05-20 16:11:03
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-11-02 06:09:02
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-10-24 15:37:55
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07 14:42:05
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04 02:46:37
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2021-01-07 14:08:59
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-03-27 04:56:15
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-11-21 21:25:27
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2020-08-22 01:25:23
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2021-06-14 11:45:51
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-07-15 19:28:53
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2021-03-21 14:39:14
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,2021-04-07 03:15:32
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2021-04-24 06:56:18
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30 14:05:52
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21 07:08:24
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31 13:48:15
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-12-24 03:24:57
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-05-27 01:44:22
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-02-13 04:14:45
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-07-14 04:36:58
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2020-07-15 16:03:17
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-10-08 17:23:39
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-11-12 23:55:59
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-07-09 08:58:04
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-06-26 23:45:10
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-11-20 13:18:45
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-05-29 21:34:57
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2021-02-22 02:48:34
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-07 18:39:43
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-10-01 15:10:15
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-11-21 08:24:23
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-04-15 13:50:58
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2020-12-01 15:06:19
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2020-11-07 00:47:34
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-06-30 13:08:43
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-08-04 03:09:30
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-28 07:01:21
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-10-25 02:39:21
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,2020-07-05 03:37:53
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,2021-04-28 15:16:13
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,2021-01-31 00:54:10
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2020-08-29 11:37:51
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-10-15 12:09:51
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2020-10-31 21:46:10
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-10-12 09:40:05
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,2020-12-12 12:22:24
247,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,2021-01-09 16:37:02
248,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,2020-08-23 04:39:40
249,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2020-12-22 04:20:41
250,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,2020-11-07 08:49:52
251,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2021-04-17 22:45:10
252,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2021-04-21 00:21:08
254,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-06 02:08:44
255,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2021-03-26 05:42:40
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2020-09-13 11:24:46
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-28 21:06:52
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2021-01-20 01:15:51
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-09-03 01:15:28
262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-09 10:46:06
263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2020-09-19 22:29:36
264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2021-05-29 07:21:43
265,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-05-15 19:04:28
266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2020-08-15 12:27:11
268,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-02-15 03:32:10
269,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2021-03-29 19:03:01
270,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2020-07-29 10:40:21
271,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-05-08 13:47:13
272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-11-06 02:36:08
273,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-07-25 16:31:01
274,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2020-12-04 00:56:40
275,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-09-22 02:08:51
276,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2020-07-05 05:50:42
278,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2021-01-11 06:02:02
279,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,2021-02-28 07:51:53
280,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2020-12-06 13:45:28
281,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-05-05 09:54:26
282,0be59876-d70c-486c-8e0b-a06bef7a2cd6,interested,2020-08-27 18:36:22
283,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-10-15 01:29:34
284,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-01-15 11:33:42
285,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2021-03-01 20:26:23
286,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2020-11-28 02:11:34
288,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2020-12-30 13:37:07
289,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2021-02-14 21:15:34
290,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2021-03-27 20:07:46
291,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,2020-08-23 07:38:36
292,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-11-09 08:23:03
293,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-05-12 20:45:29
294,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-04-15 13:23:20
295,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2020-08-16 22:58:59
296,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,2020-09-11 16:22:49
298,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2020-12-13 15:59:17
299,0be59876-d70c-486c-8e0b-a06bef7a2cd6,dislike,2020-12-03 08:08:06
300,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,2020-10-13 16:31:34
301,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,2020-12-04 10:04:19
302,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-01-25 11:00:32
303,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-05-04 19:40:16
304,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,2020-07-23 19:31:31
306,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,2021-01-06 06:08:01
307,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,2020-10-21 03:48:31
308,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,2021-02-23 22:36:09
309,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2021-01-26 01:00:43
310,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,2020-12-18 14:07:00
311,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,2021-05-23 23:27:54
312,81abd65a-3b76-4574-a0a7-db6bf7184ae2,worried,2020-10-31 03:17:05
313,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,2021-02-20 20:02:26
314,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2020-10-28 13:14:29
316,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2020-12-08 13:12:56
317,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2020-11-04 21:06:52
318,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2020-08-24 13:48:29
319,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2021-01-05 13:15:46
320,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,2021-02-28 09:21:36
321,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,2020-09-22 04:09:35
322,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2020-11-08 02:43:54
323,81abd65a-3b76-4574-a0a7-db6bf7184ae2,love,2020-10-26 11:48:40
324,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-11-04 14:58:21
326,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,2021-03-07 06:31:09
327,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,2021-06-17 23:27:43
328,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,2020-07-27 23:54:47
329,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2021-04-19 01:45:56
330,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,2020-10-05 13:55:20
331,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2020-09-28 08:49:01
332,81abd65a-3b76-4574-a0a7-db6bf7184ae2,dislike,2021-02-25 04:02:48
333,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-12-24 22:31:22
334,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2021-06-15 12:15:12
336,81abd65a-3b76-4574-a0a7-db6bf7184ae2,intrigued,2021-02-12 04:23:19
337,81abd65a-3b76-4574-a0a7-db6bf7184ae2,adore,2020-08-31 00:39:35
338,81abd65a-3b76-4574-a0a7-db6bf7184ae2,indifferent,2021-01-11 08:47:58
339,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2020-08-02 20:28:34
340,81abd65a-3b76-4574-a0a7-db6bf7184ae2,disgust,2020-10-18 12:49:22
341,81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,2021-03-28 08:08:25
342,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2021-02-11 04:02:30
343,81abd65a-3b76-4574-a0a7-db6bf7184ae2,heart,2020-08-12 23:43:02
344,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2021-01-07 02:48:35
346,81abd65a-3b76-4574-a0a7-db6bf7184ae2,scared,2021-02-19 00:55:24
347,81abd65a-3b76-4574-a0a7-db6bf7184ae2,super love,2021-06-08 10:45:12
348,81abd65a-3b76-4574-a0a7-db6bf7184ae2,like,2020-10-18 04:17:57
