Unnamed: 0_x,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22:49,video,dogs,positive,60
130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 00:38:50,video,dogs,positive,45
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 01:53:44,video,dogs,negative,12
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 07:21:32,video,dogs,negative,0
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 04:11:42,video,dogs,positive,60
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 07:23:46,video,dogs,negative,5
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25:16,video,dogs,positive,50
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 07:33:24,video,dogs,neutral,35
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 05:23:29,video,dogs,positive,60
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35:56,video,dogs,negative,0
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35:47,video,dogs,positive,70
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 09:31:00,video,dogs,positive,30
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39:16,video,dogs,negative,5
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28:01,video,dogs,positive,45
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 00:21:50,video,dogs,negative,10
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06:49,video,dogs,negative,12
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 06:29:58,video,dogs,positive,70
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 04:57:36,video,dogs,positive,70
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 09:07:21,video,dogs,positive,75
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46:34,video,dogs,negative,10
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:19,video,dogs,negative,15
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 09:48:00,video,dogs,neutral,20
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44:48,video,dogs,positive,30
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:31,video,dogs,negative,15
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:01,video,dogs,negative,15
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07:35,video,dogs,positive,30
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 05:27:32,video,dogs,positive,30
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43:58,video,dogs,negative,12
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:22,video,dogs,negative,15
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 05:51:54,video,dogs,positive,60
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19,video,dogs,positive,60
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31:06,video,dogs,positive,30
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03,video,dogs,positive,60
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 03:35:13,video,dogs,positive,70
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10:20,video,dogs,negative,0
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46:24,video,dogs,negative,5
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41:24,video,dogs,positive,50
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 02:40:09,video,dogs,positive,65
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 09:36:48,video,dogs,positive,72
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24:36,video,technology,positive,70
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00:19,video,technology,positive,75
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59,video,technology,positive,60
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 00:00:21,video,technology,negative,12
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 02:38:53,photo,soccer,positive,72
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13 13:11:03,photo,soccer,neutral,20
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02 16:46:38,photo,soccer,negative,12
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26 02:25:57,photo,soccer,positive,45
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25 19:18:58,photo,soccer,positive,70
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2021-02-01 00:15:07,photo,soccer,negative,5
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,2021-06-04 14:36:48,photo,soccer,positive,65
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-08-19 13:38:44,photo,soccer,positive,72
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,2021-04-22 02:08:07,photo,soccer,positive,70
188,0bedca96-fb76-4287-a83c-17330ed39cce,like,2020-08-15 18:16:38,photo,soccer,positive,50
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,2020-11-26 13:42:17,photo,soccer,positive,65
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-04-14 00:56:54,photo,public speaking,positive,70
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-07-21 21:27:18,photo,public speaking,neutral,20
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2021-03-29 06:57:35,photo,public speaking,negative,10
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-05-20 16:11:03,photo,public speaking,positive,70
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-11-02 06:09:02,photo,public speaking,positive,50
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-10-24 15:37:55,photo,public speaking,neutral,20
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07 14:42:05,photo,public speaking,positive,60
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04 02:46:37,photo,public speaking,negative,15
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2021-01-07 14:08:59,photo,public speaking,positive,72
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-03-27 04:56:15,photo,public speaking,positive,50
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-11-21 21:25:27,photo,public speaking,positive,45
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2020-08-22 01:25:23,photo,public speaking,positive,70
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2021-06-14 11:45:51,photo,public speaking,neutral,35
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-07-15 19:28:53,photo,public speaking,negative,12
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2021-03-21 14:39:14,photo,public speaking,positive,45
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,2021-04-07 03:15:32,photo,public speaking,positive,75
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2021-04-24 06:56:18,photo,public speaking,positive,70
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30 14:05:52,photo,public speaking,positive,60
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21 07:08:24,photo,public speaking,negative,15
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31 13:48:15,photo,public speaking,negative,15
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-12-24 03:24:57,photo,public speaking,negative,5
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-05-27 01:44:22,photo,public speaking,negative,0
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-02-13 04:14:45,photo,public speaking,negative,0
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-07-14 04:36:58,photo,public speaking,positive,72
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2020-07-15 16:03:17,photo,public speaking,negative,10
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-10-08 17:23:39,photo,public speaking,positive,50
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-11-12 23:55:59,photo,public speaking,positive,60
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-07-09 08:58:04,photo,public speaking,positive,45
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-06-26 23:45:10,photo,public speaking,positive,72
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-11-20 13:18:45,photo,public speaking,negative,12
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-05-29 21:34:57,photo,public speaking,positive,50
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2021-02-22 02:48:34,photo,public speaking,neutral,20
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-07 18:39:43,photo,public speaking,negative,15
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-10-01 15:10:15,photo,public speaking,positive,72
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-11-21 08:24:23,photo,public speaking,negative,5
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-04-15 13:50:58,photo,public speaking,negative,15
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2020-12-01 15:06:19,photo,public speaking,positive,70
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2020-11-07 00:47:34,photo,public speaking,negative,15
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-06-30 13:08:43,GIF,science,positive,75
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-08-04 03:09:30,GIF,science,positive,60
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-28 07:01:21,GIF,science,positive,45
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-10-25 02:39:21,GIF,science,positive,75
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,2020-07-05 03:37:53,GIF,science,negative,12
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,2021-04-28 15:16:13,GIF,science,positive,70
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,2021-01-31 00:54:10,GIF,science,neutral,20
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2020-08-29 11:37:51,GIF,science,positive,72
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-10-15 12:09:51,GIF,science,positive,45
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2020-10-31 21:46:10,GIF,science,negative,15
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-10-12 09:40:05,GIF,science,positive,60
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,2020-12-12 12:22:24,GIF,science,positive,70
247,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,2021-01-09 16:37:02,GIF,science,positive,50
248,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,2020-08-23 04:39:40,GIF,science,negative,5
249,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2020-12-22 04:20:41,GIF,science,positive,65
250,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,2020-11-07 08:49:52,GIF,science,negative,0
251,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2021-04-17 22:45:10,GIF,science,positive,72
252,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2021-04-21 00:21:08,GIF,science,negative,15
254,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-06 02:08:44,GIF,science,positive,45
255,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2021-03-26 05:42:40,GIF,science,positive,65
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,2020-09-13 11:24:46,GIF,tennis,positive,70
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-28 21:06:52,GIF,tennis,negative,12
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2021-01-20 01:15:51,GIF,tennis,neutral,20
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-09-03 01:15:28,GIF,tennis,positive,75
262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-01-09 10:46:06,GIF,tennis,negative,12
263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,2020-09-19 22:29:36,GIF,tennis,neutral,20
264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2021-05-29 07:21:43,GIF,tennis,positive,75
265,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2021-05-15 19:04:28,GIF,tennis,negative,12
266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,2020-08-15 12:27:11,GIF,tennis,positive,45
268,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2021-02-15 03:32:10,GIF,tennis,neutral,35
269,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2021-03-29 19:03:01,GIF,tennis,negative,15
270,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,2020-07-29 10:40:21,GIF,tennis,negative,15
271,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,2021-05-08 13:47:13,GIF,tennis,negative,5
272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,2020-11-06 02:36:08,GIF,tennis,positive,60
273,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2020-07-25 16:31:01,GIF,tennis,positive,75
274,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,2020-12-04 00:56:40,GIF,tennis,negative,12
